사업자번호,법인명,성명,주소,당좌거래 정지일
396-87-*****,(주)창일비앤비,,서울성북구정릉로,20180503
314-86-*****,(주)청계팜,,대전유성구월드컵대로,20170317
607-81-*****,(주)청목E&C,,부산연제구법원로,20180712
113-81-*****,(주)청솔바이오텍,,서울구로구디지털로,20160803
506-81-*****,(주)청우,,경북포항시남구효성로,20161101
109-81-*****,(주)청우기연,,서울강서구공항대로,20170124
210-81-*****,(주)청운,,경기양주시광적면화합로,20170508
109-81-*****,(주)청운소재,,서울구로구경인로,20171204
202-81-*****,(주)청운지류유통,,서울중구퇴계로,20180416
504-81-*****,(주)청풍,,대구북구동북로,20161005
506-81-*****,(주)청학식품,,경북포항시북구청하면비학로,20170802
204-86-*****,(주)초록푸드시스템,,인천계양구계산새로,20170215
141-81-*****,(주)초지,,경기남양주시진건읍사릉로,20180202
126-81-*****,(주)초코텍,,경기광주시초월읍용수길,20180604
416-81-*****,(주)추진전기,,전남보성군미력면농공길,20180426
489-88-*****,(주)친구마트,,경기화성시효행로,20180510
126-86-*****,(주)캐로스,,경기이천시마장면둔터로,20171130
825-87-*****,(주)컴브릿지보영,,경기고양시일산동구정발산로,20171229
109-86-*****,(주)케이시피월드,,서울서초구신반포로,20170901
314-81-*****,(주)케이씨씨태산,,대전대덕구대전로,20171127
514-81-*****,(주)케이에프티오성,,대구달서구성서로,20180305
505-81-*****,(주)케이엠피이,,경북경주시천북면모아동산길,20161018
610-86-*****,(주)케이와이스틸,,울산울주군청량면온산로,20170412
117-81-*****,(주)케이투넷,,서울양천구국회대로,20170119
104-81-*****,(주)코마코,,서울중구동호로,20180221
125-81-*****,(주)코맥이엔씨,,경기평택시청북면청오로,20170919
124-81-*****,(주)코미스,,경기화성시정남면서봉로,20160823
408-81-*****,(주)코스,,전남곡성군삼기면경악리,20170524
515-81-*****,(주)코스,,경북경산시남천면산전길,20170705
113-81-*****,(주)코텍에너지,,서울구로구구로중앙로30길,20161011
121-81-*****,(주)코펙스,,인천남구봉수대로,20180404
610-81-*****,(주)태극엔터프라이즈,,울산울주군청량면처용산업3길,20171012
132-81-*****,(주)태승종합유통,,경기오산시독산성로,20180124
602-81-*****,(주)태일벽지상사,,부산남구유엔평화로,20161006
127-86-*****,(주)태일전기,,서울동대문구황물로,20180307
403-81-*****,(주)태창관동,,전북익산시약촌로,20171020
502-81-*****,(주)태한건설,,대구달서구와룡로,20160803
607-86-*****,(주)토경기업,,대구서구서대구로,20170912
106-81-*****,(주)톱크라스상사,,서울용산구두텁바위로,20161005
111-88-*****,(주)통일기업,,서울성북구정릉로,20180704
573-86-*****,(주)통일기획,,서울성북구정릉로,20170626
605-86-*****,(주)통합티엔에스,,부산수영구과정로,20170103
359-87-*****,(주)투비원,,경기안양시동안구엘에스로,20171025
606-86-*****,(주)툴뱅크,,부산강서구유통단지1로,20180503
124-86-*****,(주)튜너웍스코리아,,경기화성시정남면,20170724
114-81-*****,(주)트라이온코리아,,경기부천시송내대로388,20171102
128-81-*****,(주)티엔에스산업개발,,경기수원시권선구수인로,20170418
125-86-*****,(주)파인비,,경기평택시송탄로,20170228
207-81-*****,(주)팔도강산통일,,서울성북구정릉로,20180404
137-86-*****,(주)팜스마트,,경기김포시풍무동,20170609
302-81-*****,(주)패널뱅크,,충남아산시신창면서부북로,20170404
608-81-*****,(주)팬코리아중공업,,경남함안군칠서면공단서1길,20180319
105-86-*****,(주)퍼모스트통상,,경기이천시마장면서이천로,20160926
128-81-*****,(주)퍼펙트,,서울서초구강남대로,20170712
128-86-*****,(주)펭귄지와이,,경기화성시기산말길,20170210
110-81-*****,(주)평화텔레콤,,서울성동구성수이로,20180503
513-81-*****,(주)포그린,,경북성주군초전면용대로,20180314
132-81-*****,(주)푸른건업,,경기남양주시경춘로,20170112
135-81-*****,(주)풍덕코퍼레이션,,경기광주시오포읍오포로,20180305
117-81-*****,(주)풍진섬유,,서울양천구중앙로,20161102
215-87-*****,(주)프라임코리아,,서울은평구서오릉로,20180104
568-81-*****,(주)프룩스,,서울종로구보문로,20171222
140-81-*****,(주)프리머에코마루,,인천남동구논현고잔로,20170517
214-87-*****,(주)플레넷아이엔티,,인천부평구백범로577번길,20161220
109-86-*****,(주)피에스실버레인,,서울송파구송파대로,20180725
121-81-*****,(주)피에스케미칼,,인천동구송림동,20160907
552-86-*****,(주)피엘벨류,,광주동구동명로,20170322
829-81-*****,(주)피엠엠,,경기양주시부흥로,20161012
101-86-*****,(주)피크닉물류,,서울종로구종로35길,20170124
107-88-*****,(주)하나로산업,,서울영등포구여의대방로,20170802
514-81-*****,(주)하나로푸드,,대구수성구범안로,20171012
312-86-*****,(주)하나에스앤피,,충남천안시서북구입장면,20160803
108-86-*****,(주)하나인베스트큐,,서울구로구디지털로,20171228
113-86-*****,(주)하워드픽스,,서울구로구개봉동개봉로,20170703
645-87-*****,(주)한강유통,,경기남양주시석실로,20180314
314-86-*****,(주)한경아이넷,,대전서구둔산대로,20170124
505-81-*****,(주)한국샤프,,경북영천시청통면보성공단길,20180109
613-81-*****,(주)한국샤프트,,경남진주시돗골로,20170614
706-88-*****,(주)한국푸드상사,,경기남양주시오남읍양지로,20161012
502-86-*****,(주)한남상사,,대구남구대명남로,20180321
119-81-*****,(주)한독음향,,충남천안시서북구성거읍봉주로,20180619
603-81-*****,(주)한려엔쵸비,,부산광역시사하구두송로,20171027
404-81-*****,(주)한성,,전북정읍시2산단2길,20161207
410-81-*****,(주)한솔엔지니어링,,광주광역시서구경열로,20180305
462-81-*****,(주)한아케이엘,,서울구로구경서로,20171020
127-81-*****,(주)한양피씨,,서울송파구송이로,20180104
124-87-*****,(주)한얼계전,,경기화성시장안면포승장안로,20171025
130-86-*****,(주)한영물산,,서울송파구양재대로,20160927
132-86-*****,(주)한영철재,,경기남양주시석실로,20170612
207-81-*****,(주)한영캉가루,,서울광진구동일로,20170508
606-81-*****,(주)한일철강,,부산사상구강변대로,20180321
506-81-*****,(주)한주산전,,경북포항시남구대송면운제로,20160902
120-87-*****,(주)해누리,,경기하남시안터로,20170922
408-81-*****,(주)해동종합기획,,광주동구문화전당로,20170602
597-86-*****,(주)해선아이엔에프,,경기파주시법원읍가좌울길,20171025
415-81-*****,(주)현대건설장비전주서대리점,,전북정읍시벚꽃로,20161005
609-81-*****,(주)현대단조,,경남함안군군북면현포로,20171018
220-87-*****,(주)현대비버리힐스타운,,서울강남구언주로,20170712
130-81-*****,(주)현대산업,,경기부천시원미구부천로208번길,20171102
129-86-*****,(주)현대직판장,,경기성남시중원구희망로,20171012
124-86-*****,(주)현대피닉스,,경기화성시우정읍버들로292번길,20170123
128-86-*****,(주)현문자현,,경기고양시일산동구장항로,20180307
128-81-*****,(주)현우이엔씨,,충북보은군보은읍매화구인로331-19,20171102
763-88-*****,(주)형인건설,,광주서구쌍촌로,20180207
615-81-*****,(주)혜성중공업,,경남김해시한림면안곡로,20170104
137-81-*****,(주)호성건설,,인천부평구부평대로,20161214
204-81-*****,(주)호신인펀트,,서울중랑구용마산로,20180605
214-87-*****,(주)홍우메디코,,서울서초구동산로,20170721
143-81-*****,(주)홍진씨엔텍,,경기남양주시진접읍사릉로,20171122
609-81-*****,(주)화일엔지니어링,,경남창원시의창구창원대로,20180601
307-81-*****,(주)화진,,충북보은군장안면매화구인로,20180208
214-87-*****,(주)환경바이오,,서울마포구성암로,20180604
608-81-*****,(주)환웅전기,,경남창원시의창구평산로,20180404
885-81-*****,(주)황금연못,,인천남구주안중로,20170623
375-88-*****,(주)황성산업,,인천계양구계양대로,20170616
134-87-*****,(주)효명이엔지,,경기안산시단원구시화로,20171102
409-86-*****,(주)효성건설,,광주동구충장로,20161212
122-81-*****,(주)훼밀리씨앤디,,인천계양구장제로,20180725
308-81-*****,(주)휴먼스토리,,충남부여군규암면흥수로,20180214
606-81-*****,(주)흥삼,,경남김해시고모로,20170403
307-81-*****,(주)흥진,,충남연기군전동면신송로,20170317
609-81-*****,(주)히트코,,경남창원시성산구외동반림로,20170802
505-81-*****,21세기산기(주),,경북영천시본촌공단1길,20180503
204-86-*****,가나약품(주),,서울동대문구장한로,20170404
607-81-*****,거상건설(주),,부산수영구수영로,20160902
613-81-*****,경상푸드,,경남진주시남강로,20170622
606-81-*****,경운범양에너지(주),,부산강서구제도로,20160902
135-81-*****,경일영농조합법인,,경기용인시기흥구신구로,20180228
124-81-*****,경흥금속공업(주),,경기수원시권선구정조로,20180329
506-81-*****,고려철강(주),,경북포항시남구오천읍광명산단로,20170419
513-81-*****,구림건설(주),,제주제주시용담로,20180103
711-87-*****,국제수출입홀딩스(주),,충남아산시충무로,20171120
502-81-*****,국태종합건설(주),,대구동구팔공로,20161219
137-81-*****,극동종합철강(주),,인천서구대평로,20180504
215-86-*****,금강지디씨(주),,서울송파구오금로,20171012
606-81-*****,금문산업(주),,부산강서구녹산산업중로,20180124
607-81-*****,금부종합건설(주),,부산해운대구센텀중앙로,20160901
124-86-*****,금오강재(주),,경기화성시팔탄면서해로,20170614
402-81-*****,금오스틸(주),,전북군산시번영로,20171024
416-81-*****,금창산업(주),,전남순천시해룡면상비매봉길,20171220
120-81-*****,금천건영(주),,서울강남구봉은사로,20160912
220-81-*****,기건개발(주),,서울강남구테헤란로,20161207
131-81-*****,꾸메화장품(주),,인천남동구남동서로,20171204
124-81-*****,남양산업(주),,경기화성시정남면여의동길,20170217
132-86-*****,농업회사법인 케이디에프에스,,경기성남시수정구복정로,20161021
510-81-*****,농업회사법인(주)대광축산,,경기파주시월롱면누현길,20170417
142-81-*****,농업회사법인(주)미림,,경기용인시처인구이동면경기동로,20170315
128-87-*****,농업회사법인(주)서부식품,,경기고양시덕양구동헌로,20161025
220-88-*****,농업회사법인(주)신선,,충북충주시금곡서1길,20160930
126-86-*****,농업회사법인(주)영진,,충북충주시노은면능안길,20161007
314-86-*****,농업회사법인(주)창성산업,,대전광역시유성구대학로,20180313
616-86-*****,농업회사법인(주)탐라식품,,제주시애월읍광령북3길,20180314
416-81-*****,농업회사법인(주)튜브원,,경기화성시송산면송산포도로,20170403
110-81-*****,농업회사법인강산푸드플러스(주),,경기고양시일산서구송포로,20161129
132-81-*****,농업회사법인오양물류(주),,경기남양주시미금로65번길,20180209
869-81-*****,농업회사법인참좋은구포국수(주),,경남창녕군계성면계성장마로,20171115
314-81-*****,누리비엔씨(주),,대전대덕구신탄진로,20170508
220-88-*****,뉴욕베이커리카페(주),,서울강남구테헤란로,20180726
617-81-*****,대교종합건설(주),,부산연제구법원로,20171018
314-81-*****,대림합판(주),,대전서구변동서로,20170404
214-81-*****,대방지앤지(주),,서울서초구서초중앙로,20170711
503-81-*****,대성공업(주),,대구달서구성서로,20170616
134-86-*****,대성기계공업(주),,경기안산시단원구신원로,20180427
134-81-*****,대성엠씨(주),,경기용인시기흥구동백4로,20180503
613-81-*****,대성직물(주),,경남진주시도동로,20170303
139-81-*****,대성테크(주),,서울강남구일원로,20170807
606-81-*****,대양중공업(주),,부산기장군장안읍명례산단4로,20170511
622-81-*****,대영화학(주),,경남김해시진례면고모로,20160812
220-81-*****,대원칼라뱅크(주),,서울강남구학동로,20160901
137-81-*****,대지금속(주),,인천연수구인천타워대로,20160818
610-81-*****,대창HRSG(주),,울산남구납도로,20180305
129-86-*****,대창물산(주),,대구달서구월배로,20170404
610-81-*****,대흥종합건설(주),,울산중구오산6길,20170118
609-86-*****,더연리지(주),,경남창원시진해구진해대로,20171012
606-81-*****,덕수금속(주),,부산강서구녹산산업북로,20180307
112-81-*****,덕은산전(주),,서울관악구남부순환로,20170213
224-81-*****,델로스에프앤비(주),,강원원주시우산공단길,20180207
117-81-*****,도영산업개발(주),,인천광역시남동구석정로,20180213
410-81-*****,동명건설(주),,광주북구우치로,20170906
114-86-*****,동비건설(주),,서울영등포구경인로,20170104
128-86-*****,동산금속(주),,경기김포시월곶면고양로,20160902
602-81-*****,동성마린(주),,부산중구해관로,20170619
130-81-*****,동성물산(주),,경기이천시모가면진상미로,20180517
306-81-*****,동양석건(주),,대전동구시울3길,20180328
515-81-*****,동양종합식품(주),,경북영천시금호읍금창로,20161124
511-81-*****,동일건설(주),,경북문경시모전로,20170417
505-81-*****,동훈에스피(유),,부산사상구백양대로,20170118
212-81-*****,두산월드(주),,서울강동구구천면로,20180626
215-81-*****,두이전기통신(주),,서울강동구올림픽로,20180213
138-81-*****,듀크씨엔아이(주),,경기안양시동안구흥안대로427번길,20161219
411-81-*****,디에스중공업(주),,전남영암군삼호읍대불산단3로,20180404
140-81-*****,디와이(주),,경기시흥시오이도로,20180709
205-81-*****,디자인마르스(주),,서울마포구잔다리로,20170619
301-81-*****,만도기업(주),,서울구로구개봉동,20160803
302-86-*****,메가코리아홀딩스(주),,경기고양시덕양구원당로,20180502
209-81-*****,미래중앙유통,,서울성북구동소문로,20170817
514-81-*****,미숭산업(주),,대구달서구달서대로,20170425
206-81-*****,반도이앤티(주),,서울광진구구의강변로,20180605
306-81-*****,백선프렌트산업(주),,대전동구한밭대로,20161202
514-81-*****,보국전기공업(주),,대구달성군구지면국가산단동로,20171012
610-86-*****,보람텍(주),,울산울주군웅촌면고연로,20160921
305-81-*****,보림기계공업(주),,충남금산군복수면수목로,20161213
305-81-*****,보문상사(주),,대전대덕구한밭대로,20180529
610-81-*****,보성해상개발(주),,울산울주군청량면상남길,20171012
631-86-*****,복머니유통,,경기남양주시진건읍사릉로,20170814
127-81-*****,부경판넬공업(주),,경기양주시은현면평화로,20170828
138-81-*****,부림건업(주),,경기안양시동안구관악대로,20170525
131-81-*****,부민건설(주),,인천남구경인로,20170201
601-81-*****,부산다이아몬드(주),,부산영도구해양로,20171103
406-87-*****,비에스유통(주),,경기성남시수정구수정로,20170421
125-81-*****,비케이판넬(주),,경기이천시부발읍매양로,20170531
324-81-*****,빅토산업(주),,경기포천시군내면청군로,20171120
408-81-*****,빛고을자산관리(주),,광주동구화산로,20161102
225-81-*****,삼강(주),,강원영월군북면성황동길,20170717
616-81-*****,삼보종합건설(주),,제주제주시연동12길,20161223
127-81-*****,삼성석재산업(주),,서울강남구삼성로,20170324
608-81-*****,삼양개발(주),,경남함안군가야읍함안대로,20161005
412-81-*****,삼우소방(주),,전남나주시노안면학산길,20180104
140-81-*****,삼정에너지(주),,경기시흥시시청로,20170614
124-81-*****,삼정주철관(주),,경기수원시권선구경수대로,20160902
603-81-*****,삼주이엔지(주),,경남진주시정촌면산업로,20180117
119-81-*****,삼화주철공업(주),,서울금천구범안로,20170202
119-81-*****,삼화통신공업(주),,서울금천구범안로,20170202
133-81-*****,서한개발(주),,경기평택시평남로,20180418
202-81-*****,서홍무역(주),,대구서구북비산로,20170104
211-86-*****,서흥인테크(주),,경기안양시동안구시민대로,20160921
135-81-*****,선건산업개발(주),,경기용인시처인구양지면양지로,20170802
124-86-*****,선길엔지니어링(주),,서울노원구동일로,20171206
605-81-*****,선명건설(주),,부산부산진구거제대로,20171012
205-81-*****,선우교역(주),,서울동대문구장한로,20170120
134-81-*****,선일배관(주),,경기화성시팔탄면서해로,20170614
503-81-*****,선일이앤알(주),,대구서구염색공단천로,20170704
122-81-*****,성남기업(주),,인천서구봉수대로,20170208
314-81-*****,성림산업개발(주),,서울구로구디지털로,20160809
122-86-*****,성신아이앤텍(주),,인천부평구안남로,20180109
202-81-*****,성신하드웨어(주),,경기성남시분당구야탑남로,20161019
622-81-*****,성원이엔티(주),,경남김해시한림면김해대로,20170104
620-81-*****,성진기업(주),,울산북구매곡산업2길,20171212
305-81-*****,세강건설산업(주),,대전유성구계룡로,20180517
305-81-*****,세계로종합토건(주),,부산기장군장안읍해맞이로,20180503
118-81-*****,세광에스엔드엘(주),,서울영등포구대림로,20161102
215-81-*****,세아건설(주),,서울동대문구천호대로85길,20161228
508-81-*****,세아산업(주),,경북군위군군위읍군위공단길,20180202
613-81-*****,세양단조(주),,경남진주시이반성면오봉산로,20160919
105-81-*****,세연기공(주),,서울마포구마포대로,20180228
107-88-*****,세영엔지니어링(주),,서울영등포구버드나루로,20170103
514-81-*****,세운버스(주),,대구달서구달서대로,20161116
131-86-*****,세일메탈(주),,인천남동구능허대로,20160809
128-81-*****,세일피에스(주),,전북군산시자유무역로,20180704
612-81-*****,세진하이테크(주),,경남고성군영오면영산4길,20180202
616-81-*****,소양건설(주),,제주제주시신광로,20161129
620-81-*****,수호종합건설(주),,울산울주군범서읍천상6길,20171122
136-81-*****,승경쎄카(주),,경기김포시통진읍애기봉로,20180619
307-81-*****,승화건설산업(주),,충남공주시번영3로,20170117
137-81-*****,신광기업(자),,인천서구가정로,20171206
307-81-*****,신광철강(주),,충남공주시우금티로,20171213
603-81-*****,신성수산(주),,부산서구충무대로,20180305
110-81-*****,신흥피앤피(주),,경기파주시문발동,20170728
224-81-*****,실버레이(주),,경남김해시삼안로,20180112
107-81-*****,쌍용철강산업(주),,경기안양시동안구시민대로,20171012
130-81-*****,썬플랜트기술(주),,경기화성시장안면장안로,20170621
305-81-*****,씨에라팜(주),,대전대덕구덕암로,20180404
130-81-*****,아도니스(주),,경기김포시통진읍귀전로,20160803
114-81-*****,아르테인터내셔날(주),,서울서초구동작대로,20170104
120-86-*****,아이앤디개발(주),,서울동작구장승배기로,20170104
110-81-*****,아이에이치디벨루인(주),,경기파주시광탄면장지산로,20161226
615-81-*****,알라인(주),,경남김해시생림면장재로,20161102
117-81-*****,에스앤디스틸(주),,서울강서구양천로,20171018
548-87-*****,에스에이치유통(주),,경기남양주시별내중앙로,20180503
134-81-*****,에이치엘지한립지엘(주),,경기안산시단원구신원로,20170809
620-81-*****,엠티코리아(주),,경기평택시서탄면사리길,20171204
130-81-*****,여명약품(주),,경기부천시소사구성주로,20170529
106-81-*****,연세디지털미디어(주),,경기군포시경수대로,20180404
139-81-*****,영광토건(주),,인천남동구백범로,20170321
503-81-*****,영진하이테크(주),,경북칠곡군약목면교8길,20180104
408-81-*****,영해산업개발(주),,전남나주시산포면세남로,20180502
409-81-*****,영화산업(주),,광주광산구손재로,20161005
605-81-*****,예림운수(주),,부산중구충장대로,20160902
214-88-*****,올원스포츠(주),,서울성동구아차산로11길,20161207
202-81-*****,와이에스유통(주),,경기성남시수정구수정로,20160728
505-81-*****,우신산업(주),,경북경주시외동읍구어2길,20170905
203-81-*****,우일건설(주),,경북포항시남구문예로,20160929
515-81-*****,우진건설(주),,대구북구팔거천동로,20171204
301-81-*****,우진하이텍,,충북청주시상당구사뜸로,20170816
503-81-*****,우창엔지니어링,,대구동구이노밸리로,20170818
119-81-*****,유진에스앤에스티(주),,충남아산시영인면토정로,20180307
224-81-*****,윤도건설(주),,강원원주시봉화로,20170512
211-86-*****,윤성전기(주),,경기성남시분당구벌말로,20161007
606-81-*****,은성약품(주),,부산사상구가야대로,20170314
214-81-*****,은창산업(주),,서울광진구동일로,20180607
513-82-*****,의료법인삼현의료재단,,경북구미시고아읍선산대로,20171110
615-82-*****,의료법인효성의료재단,,경남밀양시중앙로,20180503
231-81-*****,이동주조(주),,경기포천시이동면화동로,20180627
215-87-*****,이천칠키움아이비케이제일차(주),,서울시송파구오금로,20161215
609-81-*****,인팩글로벌(주),,경남김해시진영읍우동리,20180604
616-81-*****,일출건설,,제주서귀포시보목동,20170814
132-81-*****,정오종합중기(주),,경기포천시가산면포천로887번길,20180619
409-81-*****,제일도장산업(주),,서울동작구현충로,20180530
602-81-*****,조광요턴특판(주),,부산동구중앙대로,20170802
126-81-*****,주)대정합판,,경기광주시오포읍오포로,20171220
621-81-*****,주식회사그린도어,,경남양산시영동1길,20180611
615-81-*****,주식회사우진우드,,부산강서구가락대로,20180604
606-81-*****,주영스틸(주),,부산강서구녹산산업북로,20180316
143-81-*****,준시멘트(주),,경기화성시세자로,20170904
306-81-*****,중부강건(주),,대전유성구현충원로,20161214
114-87-*****,중평산업(주),,서울구로구오류로,20170131
128-81-*****,진성푸드(주),,경기고양시일산동구문봉길,20180213
129-81-*****,진양공업(주),,경기안성시일죽면죽양대로,20170303
106-87-*****,천지산업(주),,경기양주시광적면부흥로,20161102
138-81-*****,칠성산업(주),,경기의왕시맑은내길,20161214
109-81-*****,케이에이취팜(주),,서울강서구공항대로,20160902
137-81-*****,케이제이솔루션(주),,경기화성시남양읍매바위로,20170511
113-81-*****,코팩엔지니어링(주),,인천서구가남로,20171101
130-81-*****,타워피앤씨(주),,경기파주시탄현면한산로,20170601
120-81-*****,태경산업개발(주),,서울송파구송이로,20170407
109-86-*****,태양글로벌(주),,서울금천구범안로,20180423
505-81-*****,태양스틸가스산업(주),,경북경주시강동면모서별봉길,20180612
612-81-*****,태영산업(주),,경남고성군고성읍율대6길,20161207
301-81-*****,태웅건설(주),,인천계양구오조산공원로,20170104
307-81-*****,태조토건(주),,세종시조치원읍군청로,20170525
213-86-*****,태흥교역(주),,서울강남구도곡로,20171012
137-81-*****,태흥피스코(주),,인천서구염곡로,20170508
214-86-*****,테크서치(주),,서울구로구디지털로,20161102
214-87-*****,토니가공유리판매(주),,서울서초구마방로,20170504
606-86-*****,티에스테크(주),,부산강서구낙동북로,20170404
113-81-*****,티케이프렌지(주),,서울금천구벚꽃로,20180202
133-81-*****,파워렉스(주),,경기광명시안양천로,20180628
126-81-*****,포바스,,경기광주초월읍산수로,20170818
206-81-*****,풍산건업(주),,서울성동구청계천로,20170220
616-81-*****,풍인건설(주),,제주제주시연북로,20161005
127-81-*****,플러스종합건설(주),,경기포천시호국로,20170214
125-81-*****,하나코비스(주),,서울종로구대학로,20161014
129-86-*****,하늘약품(주),,서울동대문구답십리로,20160803
140-81-*****,하이엔텍(주),,서울금천구시흥대로,20170719
122-81-*****,한국분말야금(주),,충남아산시인주면,20161005
109-81-*****,한국시멘트산업(주),,서울강서구강서로,20161027
615-81-*****,한국철력(주),,경남김해시주촌면서부로,20170407
616-81-*****,한라농축산영농조합법인,,제주제주시한림읍한림리한창로,20170102
302-81-*****,한미산업(주),,충북옥천군동이면지양2길,20170404
127-81-*****,한미씨앤씨(주),,경기포천시소흘읍거친봉이길,20170609
609-81-*****,한솔신텍(주),,경남창원시성산구중앙대로,20180627
213-86-*****,한창건설(주),,경기화성시경기대로,20170901
105-81-*****,한호로지스틱스(주),,서울강남구테헤란로52길,20180209
465-88-*****,현대텍(주),,경남창원시성산구공단로,20161005
127-81-*****,현대화학(주),,경기양주시평화로,20180305
134-81-*****,형제기계공업(주),,충남당진시면천면산업단지길,20170927
219-81-*****,호성유리(주),,경기성남시분당구수내로,20180404
107-81-*****,홍우산업기계(주),,경기파주시동편길,20171012
124-86-*****,화이브엠텍(주),,경기화성시장안면수촌길,20170321
119-81-*****,효명기공(주),,서울금천구시흥대로,20161206
201-86-*****,효성실업(주),,경기고양시일산동구장항로,20170214
215-81-*****,효일하드웨어(주),,서울송파구마천로26길,20161223
411-81-*****,휴원(주),,전남무안군삼향읍대죽서로,20161027
208-81-*****,흥국실업(주),,서울구로구디지털로,20170619
124-81-*****,희명건설(주),,경기안양시만안구시민대로,20170303
